decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,acronymName,speciesShort,source
55.78771,37.0794,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
51.82016,39.38907,1500,Lumbricus rubellus,Lr,L.r.,LitDATA
51.82016,39.38907,1500,Aporrectodea caliginosa,Ac,A.c.,LitDATA
51.82016,39.38907,1500,Dendrobaena octaedra,Do,D.o.,LitDATA
55.48493,31.89624,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.48493,31.89624,50,Lumbricus rubellus,Lr,L.r.,LitDATA
54.00683,47.92196,1000,Octolasion lacteum,Ol,O.l.,LitDATA
55.61657,31.77271,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.61657,31.77271,50,Octolasion lacteum,Ol,O.l.,LitDATA
55.61657,31.77271,50,Lumbricus terrestris,Lt,L.t.,LitDATA
55.37432,32.01443,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
54.01463,47.91925,600,Lumbricus terrestris,Lt,L.t.,LitDATA
55.37432,32.01443,50,Dendrobaena octaedra,Do,D.o.,LitDATA
54.01684,47.92511,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.01153,47.92305,1000,Lumbricus terrestris,Lt,L.t.,LitDATA
55.38032,31.9925,50,Lumbricus rubellus,Lr,L.r.,LitDATA
55.37952,32.02106,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.37952,32.02106,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.37952,32.02106,50,Lumbricus rubellus,Lr,L.r.,LitDATA
55.48226,31.90752,50,Octolasion lacteum,Ol,O.l.,LitDATA
55.48226,31.90752,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.38032,31.9925,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.47002,55.57009,10000,Octolasion lacteum,Ol,O.l.,LitDATA
55.47002,55.57009,10000,Lumbricus terrestris,Lt,L.t.,LitDATA
55.45433,55.54199,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.41108,55.60175,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.45433,55.54199,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.47002,55.57009,10000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.47602,31.88087,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.49143,31.87951,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.4742,31.91548,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.49215,31.88338,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.47266,31.86575,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.41812,55.60567,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.41812,55.60567,5000,Octolasion lacteum,Ol,O.l.,LitDATA
55.42437,55.59572,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.41812,55.60567,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
57.81181,40.95563,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
57.81181,40.95563,5000,Octolasion lacteum,Ol,O.l.,LitDATA
57.81181,40.95563,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
57.81181,40.95563,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
57.73304,41.09618,20000,Lumbricus terrestris,Lt,L.t.,LitDATA
57.73304,41.09618,20000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
57.73304,41.09618,20000,Lumbricus rubellus,Lr,L.r.,LitDATA
59.41563,30.67745,6000,Lumbricus rubellus,Lr,L.r.,LitDATA
59.41563,30.67745,6000,Dendrobaena octaedra,Do,D.o.,LitDATA
57.74445,41.02245,10000,Lumbricus terrestris,Lt,L.t.,LitDATA
57.74445,41.02245,10000,Octolasion lacteum,Ol,O.l.,LitDATA
57.74445,41.02245,10000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
57.74445,41.02245,10000,Lumbricus rubellus,Lr,L.r.,LitDATA
57.80212,40.94875,1000,Octolasion lacteum,Ol,O.l.,LitDATA
57.80212,40.94875,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
52.16159,39.11376,20000,Octolasion lacteum,Ol,O.l.,LitDATA
52.16159,39.11376,20000,Lumbricus terrestris,Lt,L.t.,LitDATA
52.16159,39.11376,20000,Lumbricus rubellus,Lr,L.r.,LitDATA
59.41563,30.67745,6000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.9055,49.15509,2000,Octolasion lacteum,Ol,O.l.,LitDATA
55.9055,49.15509,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.9055,49.15509,2000,Lumbricus terrestris,Lt,L.t.,LitDATA
55.9055,49.15509,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
52.16159,39.11376,20000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
52.16159,39.11376,20000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.26381,50.7281,30000,Octolasion lacteum,Ol,O.l.,LitDATA
51.36725,41.94212,15000,Dendrobaena octaedra,Do,D.o.,LitDATA
51.36725,41.94212,15000,Octolasion lacteum,Ol,O.l.,LitDATA
55.26381,50.7281,30000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.26381,50.7281,30000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.26381,50.7281,30000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.0424,37.34788,300,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.0433,37.34605,300,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.0433,37.34605,300,Lumbricus rubellus,Lr,L.r.,LitDATA
53.0433,37.34605,300,Lumbricus terrestris,Lt,L.t.,LitDATA
56.85441,41.38462,5000,Octolasion lacteum,Ol,O.l.,LitDATA
53.0424,37.34788,300,Lumbricus rubellus,Lr,L.r.,LitDATA
56.85441,41.38462,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
56.85441,41.38462,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
56.85441,41.38462,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
56.93253,41.0932,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
56.93253,41.0932,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
56.93253,41.0932,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
53.0424,37.34788,300,Lumbricus terrestris,Lt,L.t.,LitDATA
53.03852,37.34636,500,Lumbricus rubellus,Lr,L.r.,LitDATA
53.03852,37.34636,500,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.03436,37.3421,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
53.03852,37.34636,500,Lumbricus terrestris,Lt,L.t.,LitDATA
53.03436,37.3421,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
53.03436,37.3421,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
54.80122,40.95675,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.75319,40.87383,4000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.72012,40.84809,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.71135,40.84942,10000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.48004,46.93673,5000,Octolasion lacteum,Ol,O.l.,LitDATA
55.48004,46.93673,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
55.48004,46.93673,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.48004,46.93673,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
50.47784,36.66159,10000,Octolasion lacteum,Ol,O.l.,LitDATA
50.47784,36.66159,10000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
50.47784,36.66159,10000,Dendrobaena octaedra,Do,D.o.,LitDATA
54.49263,46.73509,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
53.98529,58.34923,10000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.8408,37.60551,1000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.8408,37.60551,1000,Lumbricus terrestris,Lt,L.t.,LitDATA
58.43007,42.291715,5000,Octolasion lacteum,Ol,O.l.,LitDATA
58.43007,42.291715,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
58.43007,42.291715,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
56.97257,40.8619,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
56.97257,40.8619,5000,Octolasion lacteum,Ol,O.l.,LitDATA
56.97257,40.8619,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
56.97257,40.8619,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
56.55833,40.12001,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
56.55833,40.12001,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.8408,37.60551,1000,Octolasion lacteum,Ol,O.l.,LitDATA
55.8408,37.60551,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.8408,37.60551,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
56.93253,41.0932,5000,Octolasion lacteum,Ol,O.l.,LitDATA
56.93253,41.0932,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
51.3256,41.9321,5000,Octolasion lacteum,Ol,O.l.,LitDATA
51.3256,41.9321,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
58.43007,42.291715,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.70547,32.61015,35000,Lumbricus terrestris,Lt,L.t.,LitDATA
54.70547,32.61015,35000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.70547,32.61015,35000,Dendrobaena octaedra,Do,D.o.,LitDATA
54.70547,32.61015,35000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.026,37.393,1300,Aporrectodea caliginosa,Ac,A.c.,LitDATA
62.04616,58.6745,50,Dendrobaena octaedra,Do,D.o.,LitDATA
53.026,37.393,1300,Lumbricus rubellus,Lr,L.r.,LitDATA
53.026,37.393,1300,Octolasion lacteum,Ol,O.l.,LitDATA
53.026,37.393,1300,Lumbricus terrestris,Lt,L.t.,LitDATA
53.026,37.393,1300,Dendrobaena octaedra,Do,D.o.,LitDATA
62.03604,59.03911,50,Octolasion lacteum,Ol,O.l.,LitDATA
62.03604,59.03911,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.75102,37.36312,5000,Octolasion lacteum,Ol,O.l.,LitDATA
55.75102,37.36312,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
55.75102,37.36312,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.98325,58.02953,50,Lumbricus rubellus,Lr,L.r.,LitDATA
55.75102,37.36312,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
61.98325,58.02953,50,Dendrobaena octaedra,Do,D.o.,LitDATA
62.09166,58.39602,50,Lumbricus rubellus,Lr,L.r.,LitDATA
62.09166,58.39602,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.71132,37.54093,15000,Octolasion lacteum,Ol,O.l.,LitDATA
54.78263,32.04528,4000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.88038,48.77066,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.88038,48.77066,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
51.36535,42.08931,2000,Lumbricus terrestris,Lt,L.t.,LitDATA
51.35004,42.03412,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.75586,37.61769,15000,Lumbricus rubellus,Lr,L.r.,LitDATA
51.35004,42.03412,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
51.3256,41.9321,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
49.35707,46.76651,10000,Octolasion lacteum,Ol,O.l.,LitDATA
60.95198,49.44762,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
60.95198,49.44762,5000,Octolasion lacteum,Ol,O.l.,LitDATA
60.32333,49.62171,5000,Octolasion lacteum,Ol,O.l.,LitDATA
60.32333,49.62171,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
62.3518,50.08323,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
60.95198,49.44762,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
60.95198,49.44762,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
56.47388,32.93018,1000,Octolasion lacteum,Ol,O.l.,LitDATA
56.47388,32.93018,1000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
56.49558,32.9435,1000,Octolasion lacteum,Ol,O.l.,LitDATA
56.47388,32.93018,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
56.49558,32.9435,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
49.35707,46.76651,10000,Dendrobaena octaedra,Do,D.o.,LitDATA
62.04616,58.6745,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
62.05083,58.96519,50,Dendrobaena octaedra,Do,D.o.,LitDATA
62.07776,58.94176,50,Dendrobaena octaedra,Do,D.o.,LitDATA
62.04488,59.01379,50,Dendrobaena octaedra,Do,D.o.,LitDATA
55.38949,56.65664,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.38949,56.65664,5000,Octolasion lacteum,Ol,O.l.,LitDATA
55.89099,48.72165,10000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.27736,49.32846,7000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.89099,48.72165,10000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.88038,48.77066,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.88038,48.77066,5000,Octolasion lacteum,Ol,O.l.,LitDATA
55.29215,49.24812,4000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.29215,49.24812,4000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.27736,49.32846,7000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.83914,51.80981,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.8891,50.72397,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.5996,50.79091,1000,Octolasion lacteum,Ol,O.l.,LitDATA
61.8891,50.72397,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.5996,50.79091,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.5996,50.79091,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.5996,50.79091,1000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
61.60213,54.79681,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.60213,54.79681,1000,Octolasion lacteum,Ol,O.l.,LitDATA
61.60213,54.79681,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.68741,50.83618,10000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.68741,50.83618,10000,Octolasion lacteum,Ol,O.l.,LitDATA
61.68741,50.83618,10000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
61.68741,50.83618,10000,Dendrobaena octaedra,Do,D.o.,LitDATA
62.28432,50.7122,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
62.28432,50.7122,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
63.43222,48.696,2000,Octolasion lacteum,Ol,O.l.,LitDATA
63.43222,48.696,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
63.5159,55.85521,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
63.5159,55.85521,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
62.37653,53.77896,1000,Octolasion lacteum,Ol,O.l.,LitDATA
62.37653,53.77896,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
62.37653,53.77896,1000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
62.37653,53.77896,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
62.3518,50.08323,5000,Octolasion lacteum,Ol,O.l.,LitDATA
62.3518,50.08323,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
67.15244,32.43145,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
59.93895,30.31564,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
69.20209,33.45576,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
59.93895,30.31564,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
57.88712,34.05188,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
52.58985,55.69418,25000,Dendrobaena octaedra,Do,D.o.,LitDATA
62.52339,58.21432,200,Dendrobaena octaedra,Do,D.o.,LitDATA
62.52339,58.21432,200,Octolasion lacteum,Ol,O.l.,LitDATA
62.52339,58.21432,200,Lumbricus rubellus,Lr,L.r.,LitDATA
63.14466,58.95418,1500,Dendrobaena octaedra,Do,D.o.,LitDATA
63.14466,58.95418,1500,Lumbricus rubellus,Lr,L.r.,LitDATA
51.89494,39.66701,1000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
62.52579,58.21286,200,Octolasion lacteum,Ol,O.l.,LitDATA
62.52579,58.21286,200,Dendrobaena octaedra,Do,D.o.,LitDATA
62.52579,58.21286,200,Lumbricus rubellus,Lr,L.r.,LitDATA
62.07437,59.20532,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
62.07437,59.20532,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.82261,56.85042,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.82261,56.85042,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
53.55518,35.70013,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.55497,35.69982,100,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.55497,35.69982,100,Dendrobaena octaedra,Do,D.o.,LitDATA
53.55453,35.69825,150,Lumbricus rubellus,Lr,L.r.,LitDATA
53.55453,35.69825,150,Octolasion lacteum,Ol,O.l.,LitDATA
53.55453,35.69825,150,Dendrobaena octaedra,Do,D.o.,LitDATA
53.58937,35.7734,150,Dendrobaena octaedra,Do,D.o.,LitDATA
53.58937,35.7734,150,Lumbricus terrestris,Lt,L.t.,LitDATA
53.55518,35.70013,50,Octolasion lacteum,Ol,O.l.,LitDATA
53.58937,35.7734,150,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.55518,35.70013,50,Dendrobaena octaedra,Do,D.o.,LitDATA
53.0444,57.06393,100,Dendrobaena octaedra,Do,D.o.,LitDATA
58.79476,43.98707,50,Dendrobaena octaedra,Do,D.o.,LitDATA
58.79476,43.98707,50,Octolasion lacteum,Ol,O.l.,LitDATA
58.80066,43.99207,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
58.80066,43.99207,50,Lumbricus rubellus,Lr,L.r.,LitDATA
55.72249,51.91453,1500,Octolasion lacteum,Ol,O.l.,LitDATA
53.55453,35.69825,150,Aporrectodea caliginosa,Ac,A.c.,LitDATA
54.73277,39.86103,300,Lumbricus terrestris,Lt,L.t.,LitDATA
54.73277,39.86103,300,Lumbricus rubellus,Lr,L.r.,LitDATA
58.7922,43.9739,50,Dendrobaena octaedra,Do,D.o.,LitDATA
58.78549,43.96059,50,Octolasion lacteum,Ol,O.l.,LitDATA
54.73277,39.86103,300,Octolasion lacteum,Ol,O.l.,LitDATA
61.81247,57.86039,1000,Octolasion lacteum,Ol,O.l.,LitDATA
61.81247,57.86039,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.6088,57.98436,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
61.6088,57.98436,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
61.81247,57.86039,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
53.58979,35.77158,40,Aporrectodea caliginosa,Ac,A.c.,LitDATA
53.58979,35.77158,40,Dendrobaena octaedra,Do,D.o.,LitDATA
53.58989,35.77227,100,Octolasion lacteum,Ol,O.l.,LitDATA
53.58989,35.77227,100,Aporrectodea caliginosa,Ac,A.c.,LitDATA
54.06828,43.27924,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
54.06828,43.27924,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
54.06828,43.27924,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
54.06828,43.27924,5000,Octolasion lacteum,Ol,O.l.,LitDATA
54.07451,43.24596,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
52.36277,36.19971,50,Lumbricus terrestris,Lt,L.t.,LitDATA
52.36277,36.19971,50,Aporrectodea caliginosa,Ac,A.c.,LitDATA
52.36277,36.19971,50,Lumbricus rubellus,Lr,L.r.,LitDATA
52.36244,36.20263,100,Lumbricus rubellus,Lr,L.r.,LitDATA
52.36502,36.20222,150,Aporrectodea caliginosa,Ac,A.c.,LitDATA
52.36502,36.20222,150,Lumbricus terrestris,Lt,L.t.,LitDATA
52.36244,36.20263,100,Aporrectodea caliginosa,Ac,A.c.,LitDATA
52.36244,36.20263,100,Lumbricus terrestris,Lt,L.t.,LitDATA
69.11651,36.070352,500,Dendrobaena octaedra,Do,D.o.,LitDATA
55.82077,37.54889,1500,Lumbricus terrestris,Lt,L.t.,LitDATA
55.82077,37.54889,1500,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.82077,37.54889,1500,Lumbricus rubellus,Lr,L.r.,LitDATA
55.67908,36.7196,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
55.67908,36.7196,2000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
67.87,44.19,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.82077,37.54889,1500,Dendrobaena octaedra,Do,D.o.,LitDATA
59.90223,30.25742,100,Lumbricus terrestris,Lt,L.t.,LitDATA
59.90223,30.25742,100,Lumbricus rubellus,Lr,L.r.,LitDATA
59.90223,30.25742,100,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.75212,37.38102,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.9068,48.72068,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.75212,37.38102,5000,Lumbricus terrestris,Lt,L.t.,LitDATA
68.09,54.78,2000,Dendrobaena octaedra,Do,D.o.,LitDATA
68.33,53.63,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
68.33,53.83,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.9068,48.72068,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
55.9068,48.72068,5000,Octolasion lacteum,Ol,O.l.,LitDATA
56.11678,37.81087,2000,Lumbricus rubellus,Lr,L.r.,LitDATA
56.11678,37.81087,2000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
56.0349,37.17849,500,Aporrectodea caliginosa,Ac,A.c.,LitDATA
55.70771,37.52656,200,Aporrectodea caliginosa,Ac,A.c.,LitDATA
56.11678,37.81087,2000,Lumbricus terrestris,Lt,L.t.,LitDATA
55.96676,37.80697,100,Lumbricus rubellus,Lr,L.r.,LitDATA
55.96676,37.80697,100,Aporrectodea caliginosa,Ac,A.c.,LitDATA
58.17281,58.28106,50,Dendrobaena octaedra,Do,D.o.,LitDATA
64.4825,30.5753,10000,Dendrobaena octaedra,Do,D.o.,LitDATA
53.58979,35.77158,40,Octolasion lacteum,Ol,O.l.,LitDATA
53.58979,35.77158,40,Lumbricus rubellus,Lr,L.r.,LitDATA
54.01446,47.91982,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
68.43333,56.56667,7000,Lumbricus rubellus,Lr,L.r.,LitDATA
68.43333,56.56667,7000,Lumbricus terrestris,Lt,L.t.,LitDATA
54.01739,47.93437,2000,Lumbricus terrestris,Lt,L.t.,LitDATA
54.01739,47.93437,2000,Octolasion lacteum,Ol,O.l.,LitDATA
54.01446,47.91982,500,Lumbricus terrestris,Lt,L.t.,LitDATA
51.55682,36.08376,15000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
51.55682,36.08376,15000,Lumbricus terrestris,Lt,L.t.,LitDATA
51.55682,36.08376,15000,Dendrobaena octaedra,Do,D.o.,LitDATA
66.21,62.45,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
67.51,64.02,1000,Lumbricus rubellus,Lr,L.r.,LitDATA
67.51,64.02,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
67.02,61.63,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
68.29,59.94,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
66.59,61.39,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
66.59,61.39,5000,Dendrobaena octaedra,Do,D.o.,LitDATA
66.21,62.45,5000,Lumbricus rubellus,Lr,L.r.,LitDATA
67.17,53.98,1000,Dendrobaena octaedra,Do,D.o.,LitDATA
63.50431,53.40847,5000,Aporrectodea caliginosa,Ac,A.c.,LitDATA
